date_of_interest,DEATH_COUNT,DEATH_COUNT_7DAY_AVG,BX_DEATH_COUNT,BX_DEATH_COUNT_7DAY_AVG,BK_DEATH_COUNT,BK_DEATH_COUNT_7DAY_AVG,MN_DEATH_COUNT,MN_DEATH_COUNT_7DAY_AVG,QN_DEATH_COUNT,QN_DEATH_COUNT_7DAY_AVG,SI_DEATH_COUNT,SI_DEATH_COUNT_7DAY_AVG,INCOMPLETE
11/12/2022,18,17,2,2,6,5,3,3,5,5,2,2,
11/13/2022,11,16,0,1,3,5,1,3,6,5,1,2,
11/14/2022,16,17,1,1,5,5,1,3,7,6,2,2,
11/15/2022,19,17,4,1,2,5,6,3,6,6,1,2,
11/16/2022,18,17,2,2,8,5,2,3,5,6,1,2,
11/17/2022,13,17,2,2,5,5,3,3,3,6,0,1,
11/18/2022,15,16,5,2,4,5,0,2,5,5,1,1,
11/19/2022,19,16,2,2,8,5,2,2,5,5,2,1,
11/20/2022,19,17,3,3,6,5,3,2,7,5,0,1,
11/21/2022,18,17,1,3,7,6,3,3,7,5,0,1,
11/22/2022,17,17,3,3,2,6,6,3,4,5,2,1,
11/23/2022,14,16,2,3,5,5,1,3,3,5,3,1,
11/24/2022,21,18,3,3,10,6,2,2,6,5,0,1,
11/25/2022,16,18,1,2,5,6,3,3,7,6,0,1,
11/26/2022,10,16,3,2,4,6,1,3,2,5,0,1,
11/27/2022,12,15,1,2,6,6,1,2,2,4,2,1,
11/28/2022,20,16,3,2,10,6,3,2,2,4,2,1,
11/29/2022,18,16,6,3,4,6,0,2,8,4,0,1,
11/30/2022,19,17,2,3,7,7,3,2,6,5,1,1,
12/01/2022,19,16,4,3,2,5,2,2,8,5,3,1,
12/02/2022,16,16,3,3,5,5,2,2,6,5,0,1,
12/03/2022,25,18,4,3,9,6,5,2,5,5,2,1,
12/04/2022,12,18,3,4,2,6,2,2,4,6,1,1,
12/05/2022,20,18,2,3,8,5,3,2,5,6,2,1,
12/06/2022,24,19,3,3,8,6,2,3,7,6,4,2,
12/07/2022,16,19,4,3,4,5,4,3,4,6,0,2,
12/08/2022,23,19,6,4,8,6,3,3,6,5,0,1,
12/09/2022,20,20,3,4,6,6,4,3,7,5,0,1,
12/10/2022,20,19,6,4,3,6,3,3,6,6,2,1,
12/11/2022,31,22,8,5,7,6,6,4,8,6,2,1,
12/12/2022,23,22,1,4,6,6,4,4,11,7,1,1,
12/13/2022,19,22,4,5,4,5,2,4,8,7,1,1,
12/14/2022,28,23,4,5,9,6,1,3,11,8,3,1,
12/15/2022,29,24,6,5,7,6,4,3,9,9,3,2,
12/16/2022,21,24,4,5,8,6,3,3,3,8,3,2,
12/17/2022,21,25,2,4,5,7,5,4,9,8,0,2,
12/18/2022,29,24,2,3,8,7,5,3,9,9,5,2,
12/19/2022,18,24,0,3,5,7,5,4,6,8,2,2,
12/20/2022,29,25,5,3,12,8,5,4,5,7,2,3,
12/21/2022,25,25,3,3,10,8,4,4,8,7,0,2,
12/22/2022,22,24,4,3,3,7,6,5,7,7,2,2,
12/23/2022,30,25,7,3,8,7,5,5,7,7,3,2,
12/24/2022,25,25,4,4,9,8,3,5,7,7,2,2,
12/25/2022,28,25,5,4,7,8,2,4,7,7,7,3,
12/26/2022,29,27,3,4,7,8,5,4,9,7,5,3,
12/27/2022,32,27,7,5,10,8,5,4,10,8,0,3,
12/28/2022,34,29,7,5,10,8,5,4,11,8,1,3,
12/29/2022,29,30,2,5,11,9,7,5,7,8,2,3,
12/30/2022,33,30,6,5,10,9,4,4,9,9,4,3,
12/31/2022,23,30,4,5,4,8,6,5,6,8,3,3,
01/01/2023,31,30,2,4,12,9,4,5,10,9,3,3,
01/02/2023,22,29,2,4,1,8,7,5,10,9,2,2,
01/03/2023,26,28,2,4,11,8,3,5,9,9,1,2,
01/04/2023,25,27,6,3,8,8,1,5,10,9,0,2,
01/05/2023,26,27,9,4,8,8,3,4,5,8,1,2,
01/06/2023,42,28,9,5,15,8,6,4,9,8,3,2,
01/07/2023,23,28,2,5,8,9,6,4,6,8,1,2,
01/08/2023,19,26,6,5,4,8,3,4,3,7,3,2,
01/09/2023,29,27,8,6,7,9,6,4,7,7,1,1,
01/10/2023,19,26,1,6,5,8,2,4,10,7,1,1,
01/11/2023,17,25,4,6,5,7,4,4,3,6,1,2,
01/12/2023,18,24,2,5,6,7,3,4,4,6,3,2,
01/13/2023,23,21,3,4,8,6,3,4,7,6,2,2,
01/14/2023,27,22,7,4,6,6,4,4,7,6,3,2,
01/15/2023,19,22,4,4,3,6,3,4,8,7,1,2,
01/16/2023,19,20,4,4,6,6,2,3,4,6,3,2,
01/17/2023,22,21,5,4,5,6,4,3,7,6,1,2,
01/18/2023,15,20,1,4,5,6,1,3,6,6,2,2,
01/19/2023,14,20,5,4,5,5,0,2,1,6,3,2,
01/20/2023,23,20,2,4,7,5,4,3,9,6,1,2,
01/21/2023,25,20,5,4,8,6,4,3,7,6,1,2,
01/22/2023,23,20,3,4,10,7,2,2,8,6,0,2,
01/23/2023,19,20,2,3,6,7,5,3,4,6,2,1,
01/24/2023,29,21,5,3,9,7,3,3,9,6,3,2,
01/25/2023,22,22,1,3,7,7,2,3,9,7,3,2,
01/26/2023,16,22,5,3,6,8,0,3,3,7,2,2,
01/27/2023,16,21,3,3,3,7,4,3,6,7,0,2,
01/28/2023,15,20,2,3,6,7,2,3,5,6,0,1,
01/29/2023,20,20,1,3,5,6,7,3,6,6,1,2,
01/30/2023,17,19,3,3,5,6,1,3,5,6,3,2,
01/31/2023,19,18,4,3,6,5,3,3,3,5,3,2,
02/01/2023,20,18,1,3,7,5,3,3,9,5,0,1,
02/02/2023,19,18,4,3,5,5,4,3,6,6,0,1,
02/03/2023,16,18,1,2,7,6,4,3,1,5,3,1,
02/04/2023,21,19,6,3,6,6,2,3,4,5,3,2,
02/05/2023,17,18,4,3,4,6,3,3,5,5,1,2,
02/06/2023,11,18,1,3,2,5,4,3,3,4,1,2,
02/07/2023,13,17,1,3,5,5,1,3,3,4,3,2,
02/08/2023,11,15,2,3,3,5,1,3,4,4,1,2,
02/09/2023,15,15,3,3,2,4,3,3,5,4,2,2,
02/10/2023,18,15,2,3,5,4,6,3,3,4,2,2,
02/11/2023,16,14,3,2,4,4,1,3,5,4,3,2,
02/12/2023,10,13,2,2,1,3,2,3,3,4,2,2,
02/13/2023,7,13,1,2,2,3,3,2,0,3,1,2,
02/14/2023,13,13,3,2,5,3,0,2,4,3,1,2,
02/15/2023,15,13,1,2,5,3,4,3,2,3,3,2,
02/16/2023,9,13,0,2,3,4,2,3,4,3,0,2,
02/17/2023,20,13,1,2,12,5,0,2,5,3,2,2,
02/18/2023,11,12,1,1,1,4,3,2,4,3,2,2,
02/19/2023,10,12,1,1,1,4,1,2,7,4,0,1,
02/20/2023,14,13,3,1,4,4,1,2,4,4,2,1,
02/21/2023,12,13,0,1,7,5,2,2,3,4,0,1,
02/22/2023,8,12,1,1,3,4,0,1,3,4,1,1,
02/23/2023,4,11,0,1,1,4,1,1,1,4,1,1,
02/24/2023,8,10,1,1,3,3,1,1,2,3,1,1,
02/25/2023,7,9,1,1,1,3,1,1,2,3,2,1,
02/26/2023,6,8,0,1,0,3,2,1,1,2,3,1,
02/27/2023,8,8,2,1,2,2,2,1,2,2,0,1,
02/28/2023,5,7,0,1,1,2,2,1,2,2,0,1,
03/01/2023,5,6,0,1,2,1,0,1,1,2,2,1,
03/02/2023,8,7,0,1,2,2,6,2,0,1,0,1,
03/03/2023,9,7,3,1,2,1,1,2,2,1,1,1,
03/04/2023,6,7,0,1,3,2,1,2,1,1,1,1,
03/05/2023,7,7,1,1,3,2,0,2,2,1,1,1,
03/06/2023,6,7,1,1,0,2,1,2,3,2,1,1,
03/07/2023,7,7,2,1,1,2,1,1,2,2,1,1,
03/08/2023,8,7,1,1,4,2,0,1,2,2,1,1,
03/09/2023,7,7,0,1,2,2,2,1,3,2,0,1,
03/10/2023,7,7,0,1,4,2,0,1,2,2,1,1,
03/11/2023,11,8,2,1,2,2,1,1,3,2,3,1,
03/12/2023,7,8,1,1,3,2,0,1,3,3,0,1,
03/13/2023,5,7,1,1,1,2,1,1,1,2,1,1,
03/14/2023,6,7,1,1,2,3,0,1,1,2,2,1,
03/15/2023,5,7,0,1,1,2,2,1,2,2,0,1,
03/16/2023,5,7,1,1,2,2,0,1,1,2,1,1,
03/17/2023,3,6,1,1,2,2,0,1,0,2,0,1,
03/18/2023,4,5,0,1,4,2,0,0,0,1,0,1,
03/19/2023,5,5,1,1,2,2,0,0,1,1,1,1,
03/20/2023,4,5,0,1,0,2,1,0,1,1,2,1,
03/21/2023,5,4,2,1,3,2,0,0,0,1,0,1,
03/22/2023,2,4,0,1,0,2,2,0,0,0,0,1,
03/23/2023,6,4,1,1,2,2,1,1,2,1,0,0,
03/24/2023,5,4,1,1,2,2,0,1,0,1,2,1,
03/25/2023,5,5,0,1,2,2,1,1,2,1,0,1,
03/26/2023,7,5,0,1,2,2,1,1,2,1,2,1,
03/27/2023,7,5,1,1,1,2,0,1,4,1,1,1,
03/28/2023,4,5,1,1,1,1,2,1,0,1,0,1,
03/29/2023,6,6,0,1,3,2,0,1,1,2,2,1,
03/30/2023,6,6,0,0,3,2,2,1,0,1,1,1,
03/31/2023,5,6,2,1,0,2,2,1,1,1,0,1,
04/01/2023,4,6,1,1,2,2,0,1,1,1,0,1,
04/02/2023,2,5,0,1,1,2,0,1,1,1,0,1,
04/03/2023,4,4,0,1,1,2,0,1,1,1,2,1,
04/04/2023,0,4,0,0,0,1,0,1,0,1,0,1,
04/05/2023,4,4,1,1,1,1,1,1,1,1,0,0,
04/06/2023,2,3,0,1,0,1,0,0,2,1,0,0,
04/07/2023,2,3,0,0,0,1,1,0,1,1,0,0,
04/08/2023,2,2,0,0,1,1,1,0,0,1,0,0,
04/09/2023,0,2,0,0,0,0,0,0,0,1,0,0,
04/10/2023,1,2,0,0,0,0,1,1,0,1,0,0,
04/11/2023,3,2,0,0,2,1,0,1,0,1,1,0,
04/12/2023,5,2,1,0,0,0,1,1,1,1,2,0,
04/13/2023,2,2,1,0,0,0,0,1,1,0,0,0,
04/14/2023,1,2,0,0,0,0,0,0,1,0,0,0,
04/15/2023,2,2,1,0,0,0,0,0,1,1,0,0,
04/16/2023,3,2,1,1,0,0,0,0,2,1,0,0,
04/17/2023,2,3,0,1,1,0,0,0,0,1,1,1,
04/18/2023,2,2,1,1,1,0,0,0,0,1,0,0,
04/19/2023,3,2,0,1,2,1,0,0,1,1,0,0,
04/20/2023,3,2,1,1,0,1,2,0,0,1,0,0,
04/21/2023,3,3,1,1,0,1,1,0,1,1,0,0,
04/22/2023,1,2,0,1,0,1,0,0,1,1,0,0,
04/23/2023,0,2,0,0,0,1,0,0,0,0,0,0,
04/24/2023,2,2,0,0,0,0,0,0,1,1,1,0,
04/25/2023,2,2,1,0,0,0,0,0,1,1,0,0,
04/26/2023,2,2,1,1,1,0,0,0,0,1,0,0,
04/27/2023,2,2,0,0,1,0,0,0,1,1,0,0,
04/28/2023,3,2,0,0,1,0,2,0,0,1,0,0,
04/29/2023,1,2,0,0,0,0,1,0,0,0,0,0,
04/30/2023,2,2,1,0,0,0,0,0,0,0,1,0,
05/01/2023,2,2,1,1,0,0,0,0,0,0,1,0,
05/02/2023,0,2,0,0,0,0,0,0,0,0,0,0,
05/03/2023,2,2,1,0,0,0,0,0,1,0,0,0,
05/04/2023,1,2,0,0,0,0,0,0,1,0,0,0,
05/05/2023,2,1,0,0,1,0,1,0,0,0,0,0,
05/06/2023,1,1,1,1,0,0,0,0,0,0,0,0,
05/07/2023,1,1,0,0,1,0,0,0,0,0,0,0,
05/08/2023,1,1,0,0,0,0,0,0,1,0,0,0,
05/09/2023,0,1,0,0,0,0,0,0,0,0,0,0,
05/10/2023,2,1,0,0,0,0,0,0,1,0,1,0,
05/11/2023,1,1,0,0,0,0,1,0,0,0,0,0,
05/12/2023,2,1,0,0,0,0,0,0,2,1,0,0,
05/13/2023,1,1,0,0,0,0,0,0,0,1,1,0,
05/14/2023,2,1,0,0,0,0,0,0,2,1,0,0,
05/15/2023,0,1,0,0,0,0,0,0,0,1,0,0,
05/16/2023,1,1,0,0,0,0,1,0,0,1,0,0,
05/17/2023,0,1,0,0,0,0,0,0,0,1,0,0,
05/18/2023,0,1,0,0,0,0,0,0,0,1,0,0,
05/19/2023,0,1,0,0,0,0,0,0,0,0,0,0,
05/20/2023,0,0,0,0,0,0,0,0,0,0,0,0,
05/21/2023,2,0,0,0,0,0,2,0,0,0,0,0,
05/22/2023,0,0,0,0,0,0,0,0,0,0,0,0,
05/23/2023,2,1,0,0,0,0,0,0,2,0,0,0,
05/24/2023,2,1,0,0,1,0,1,0,0,0,0,0,
05/25/2023,2,1,1,0,0,0,0,0,1,0,0,0,
05/26/2023,1,1,0,0,0,0,0,0,0,0,1,0,
05/27/2023,1,1,1,0,0,0,0,0,0,0,0,0,
05/28/2023,0,1,0,0,0,0,0,0,0,0,0,0,
05/29/2023,2,1,0,0,0,0,0,0,1,1,1,0,
05/30/2023,3,2,1,0,1,0,1,0,0,0,0,0,
05/31/2023,2,2,0,0,1,0,1,0,0,0,0,0,
06/01/2023,1,1,0,0,0,0,0,0,1,0,0,0,
06/02/2023,0,1,0,0,0,0,0,0,0,0,0,0,
06/03/2023,0,1,0,0,0,0,0,0,0,0,0,0,
06/04/2023,0,1,0,0,0,0,0,0,0,0,0,0,
06/05/2023,3,1,0,0,0,0,1,0,2,0,0,0,
06/06/2023,1,1,1,0,0,0,0,0,0,0,0,0,
06/07/2023,1,1,0,0,0,0,0,0,1,1,0,0,
06/08/2023,1,1,1,0,0,0,0,0,0,0,0,0,
06/09/2023,1,1,0,0,0,0,0,0,1,1,0,0,
06/10/2023,0,1,0,0,0,0,0,0,0,1,0,0,
06/11/2023,1,1,1,0,0,0,0,0,0,1,0,0,
06/12/2023,0,1,0,0,0,0,0,0,0,0,0,0,
06/13/2023,1,1,0,0,0,0,0,0,1,0,0,0,
06/14/2023,2,1,0,0,0,0,1,0,1,0,0,0,
06/15/2023,1,1,0,0,0,0,0,0,1,1,0,0,
06/16/2023,0,1,0,0,0,0,0,0,0,0,0,0,
06/17/2023,0,1,0,0,0,0,0,0,0,0,0,0,
06/18/2023,0,1,0,0,0,0,0,0,0,0,0,0,
06/19/2023,1,1,0,0,0,0,0,0,1,1,0,0,
06/20/2023,1,1,1,0,0,0,0,0,0,0,0,0,
06/21/2023,1,1,0,0,0,0,0,0,1,0,0,0,
06/22/2023,0,0,0,0,0,0,0,0,0,0,0,0,
06/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,
06/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,
06/25/2023,1,1,0,0,0,0,0,0,1,0,0,0,
06/26/2023,2,1,0,0,0,0,0,0,2,1,0,0,
06/27/2023,1,1,0,0,0,0,0,0,1,1,0,0,
06/28/2023,1,1,0,0,0,0,1,0,0,1,0,0,
06/29/2023,2,1,0,0,1,0,0,0,1,1,0,0,
06/30/2023,2,1,0,0,0,0,0,0,1,1,1,0,
07/01/2023,1,1,0,0,1,0,0,0,0,1,0,0,
07/02/2023,1,1,0,0,1,0,0,0,0,1,0,0,
07/03/2023,1,1,1,0,0,0,0,0,0,0,0,0,
07/04/2023,0,1,0,0,0,0,0,0,0,0,0,0,
07/05/2023,3,1,0,0,1,1,0,0,2,1,0,0,
07/06/2023,3,2,0,0,2,1,1,0,0,0,0,0,
07/07/2023,1,1,1,0,0,1,0,0,0,0,0,0,
07/08/2023,3,2,0,0,0,1,0,0,3,1,0,0,
07/09/2023,0,2,0,0,0,0,0,0,0,1,0,0,
07/10/2023,2,2,0,0,0,0,0,0,2,1,0,0,
07/11/2023,1,2,0,0,1,1,0,0,0,1,0,0,
07/12/2023,2,2,1,0,0,0,1,0,0,1,0,0,
07/13/2023,0,1,0,0,0,0,0,0,0,1,0,0,
07/14/2023,0,1,0,0,0,0,0,0,0,1,0,0,
07/15/2023,1,1,0,0,0,0,0,0,1,0,0,0,
07/16/2023,1,1,0,0,1,0,0,0,0,0,0,0,
07/17/2023,0,1,0,0,0,0,0,0,0,0,0,0,
07/18/2023,0,1,0,0,0,0,0,0,0,0,0,0,
07/19/2023,0,0,0,0,0,0,0,0,0,0,0,0,
07/20/2023,0,0,0,0,0,0,0,0,0,0,0,0,
07/21/2023,1,0,0,0,1,0,0,0,0,0,0,0,
07/22/2023,1,0,0,0,1,0,0,0,0,0,0,0,
07/23/2023,0,0,0,0,0,0,0,0,0,0,0,0,
07/24/2023,3,1,0,0,1,0,0,0,1,0,1,0,
07/25/2023,1,1,0,0,0,0,1,0,0,0,0,0,
07/26/2023,2,1,0,0,0,0,1,0,1,0,0,0,
07/27/2023,0,1,0,0,0,0,0,0,0,0,0,0,
07/28/2023,1,1,0,0,0,0,1,0,0,0,0,0,
07/29/2023,1,1,1,0,0,0,0,0,0,0,0,0,
07/30/2023,2,1,0,0,2,0,0,0,0,0,0,0,
07/31/2023,0,1,0,0,0,0,0,0,0,0,0,0,
08/01/2023,0,1,0,0,0,0,0,0,0,0,0,0,
08/02/2023,0,1,0,0,0,0,0,0,0,0,0,0,
08/03/2023,1,1,0,0,0,0,0,0,1,0,0,0,
08/04/2023,2,1,1,0,0,0,1,0,0,0,0,0,
08/05/2023,2,1,0,0,1,0,0,0,1,0,0,0,
08/06/2023,0,1,0,0,0,0,0,0,0,0,0,0,
08/07/2023,1,1,0,0,0,0,0,0,0,0,1,0,
08/08/2023,1,1,0,0,1,0,0,0,0,0,0,0,
08/09/2023,1,1,0,0,0,0,0,0,1,0,0,0,
08/10/2023,3,1,0,0,0,0,3,1,0,0,0,0,
08/11/2023,0,1,0,0,0,0,0,0,0,0,0,0,
08/12/2023,3,1,1,0,0,0,0,0,2,0,0,0,
08/13/2023,2,2,0,0,2,0,0,0,0,0,0,0,
08/14/2023,5,2,0,0,1,1,1,1,3,1,0,0,
08/15/2023,2,2,0,0,1,1,0,1,1,1,0,0,
08/16/2023,1,2,0,0,0,1,0,1,1,1,0,0,
08/17/2023,2,2,0,0,0,1,0,0,1,1,1,0,
08/18/2023,1,2,0,0,0,1,0,0,1,1,0,0,
08/19/2023,5,3,1,0,2,1,0,0,2,1,0,0,
08/20/2023,2,3,1,0,1,1,0,0,0,1,0,0,
08/21/2023,2,2,0,0,1,1,1,0,0,1,0,0,
08/22/2023,4,2,0,0,1,1,0,0,2,1,1,0,
08/23/2023,1,2,0,0,0,1,0,0,0,1,1,0,
08/24/2023,2,2,0,0,1,1,1,0,0,1,0,0,
08/25/2023,2,3,0,0,0,1,1,0,1,1,0,0,
08/26/2023,5,3,2,0,0,1,1,1,1,1,1,0,
08/27/2023,4,3,1,0,1,1,1,1,1,1,0,0,
08/28/2023,4,3,0,0,3,1,0,1,1,1,0,0,
08/29/2023,2,3,2,1,0,1,0,1,0,1,0,0,
08/30/2023,2,3,2,1,0,1,0,1,0,1,0,0,
08/31/2023,0,3,0,1,0,1,0,0,0,1,0,0,
09/01/2023,4,3,1,1,0,1,2,1,1,1,0,0,
09/02/2023,5,3,1,1,0,1,1,1,2,1,1,0,
09/03/2023,1,3,0,1,0,0,0,0,1,1,0,0,
09/04/2023,2,2,0,1,0,0,1,1,0,1,1,0,
09/05/2023,4,3,1,1,2,0,0,1,0,1,1,0,
09/06/2023,2,3,0,0,0,0,0,1,2,1,0,0,
09/07/2023,3,3,2,1,0,0,0,1,1,1,0,0,
09/08/2023,3,3,0,1,0,0,1,0,2,1,0,0,
09/09/2023,3,3,1,1,2,1,0,0,0,1,0,0,
09/10/2023,2,3,1,1,0,1,0,0,1,1,0,0,
09/11/2023,6,3,2,1,3,1,1,0,0,1,0,0,
09/12/2023,5,3,0,1,1,1,1,0,2,1,1,0,
09/13/2023,3,4,0,1,1,1,1,1,1,1,0,0,
09/14/2023,2,3,0,1,0,1,0,1,1,1,1,0,
09/15/2023,5,4,1,1,0,1,0,0,2,1,2,1,
09/16/2023,5,4,2,1,0,1,2,1,1,1,0,1,
09/17/2023,3,4,1,1,0,1,0,1,1,1,1,1,
09/18/2023,7,4,1,1,4,1,0,1,2,1,0,1,
09/19/2023,5,4,0,1,2,1,2,1,0,1,1,1,
09/20/2023,4,4,0,1,2,1,1,1,1,1,0,1,
09/21/2023,6,5,1,1,0,1,1,1,4,2,0,1,
09/22/2023,1,4,0,1,0,1,1,1,0,1,0,0,
09/23/2023,3,4,0,0,2,1,0,1,1,1,0,0,
09/24/2023,3,4,1,0,2,2,0,1,0,1,0,0,
09/25/2023,2,3,0,0,0,1,0,1,2,1,0,0,
09/26/2023,4,3,1,0,0,1,1,1,2,1,0,0,
09/27/2023,6,4,2,1,1,1,2,1,1,1,0,0,
09/28/2023,3,3,0,1,2,1,0,1,1,1,0,0,
09/29/2023,5,4,0,1,2,1,1,1,1,1,1,0,
09/30/2023,3,4,1,1,0,1,1,1,1,1,0,0,
10/01/2023,3,4,0,1,1,1,1,1,1,1,0,0,
10/02/2023,3,4,0,1,1,1,2,1,0,1,0,0,
10/03/2023,6,4,1,1,0,1,2,1,2,1,1,0,
10/04/2023,5,4,2,1,0,1,2,1,1,1,0,0,
10/05/2023,2,4,0,1,2,1,0,1,0,1,0,0,
10/06/2023,4,4,0,1,1,1,2,1,1,1,0,0,
10/07/2023,1,3,0,0,0,1,1,1,0,1,0,0,
10/08/2023,7,4,0,0,3,1,3,2,1,1,0,0,
10/09/2023,5,4,1,1,1,1,1,2,2,1,0,0,
10/10/2023,5,4,1,1,1,1,1,1,1,1,1,0,
10/11/2023,5,4,0,0,2,1,1,1,2,1,0,0,
10/12/2023,3,4,0,0,2,1,0,1,1,1,0,0,
10/13/2023,4,4,1,0,0,1,1,1,2,1,0,0,
10/14/2023,4,5,1,1,1,1,0,1,2,2,0,0,
10/15/2023,2,4,0,1,0,1,0,1,1,2,1,0,
10/16/2023,6,4,1,1,2,1,0,0,3,2,0,0,
10/17/2023,2,4,0,0,0,1,0,0,1,2,1,0,
10/18/2023,4,4,2,1,0,1,0,0,2,2,0,0,
10/19/2023,0,3,0,1,0,0,0,0,0,2,0,0,
10/20/2023,1,3,0,1,0,0,0,0,1,1,0,0,
10/21/2023,3,3,0,0,0,0,0,0,3,2,0,0,
10/22/2023,1,2,0,0,0,0,1,0,0,1,0,0,
10/23/2023,1,2,0,0,1,0,0,0,0,1,0,0,
10/24/2023,1,2,0,0,0,0,0,0,1,1,0,0,800
10/25/2023,5,2,0,0,1,0,0,0,3,1,1,0,800
10/26/2023,3,2,0,0,1,0,1,0,1,1,0,0,800
10/27/2023,3,2,1,0,0,0,1,0,1,1,0,0,800
10/28/2023,1,2,0,0,0,0,0,0,1,1,0,0,800
10/29/2023,0,2,0,0,0,0,0,0,0,1,0,0,800
10/30/2023,0,2,0,0,0,0,0,0,0,1,0,0,800
