week_ending,TESTRATE_CITY,TESTRATE_BX,TESTRATE_BK,TESTRATE_MN,TESTRATE_QN,TESTRATE_SI,TESTRATE_10001,TESTRATE_10002,TESTRATE_10003,TESTRATE_10004,TESTRATE_10005,TESTRATE_10006,TESTRATE_10007,TESTRATE_10009,TESTRATE_10010,TESTRATE_10011,TESTRATE_10012,TESTRATE_10013,TESTRATE_10014,TESTRATE_10016,TESTRATE_10017,TESTRATE_10018,TESTRATE_10019,TESTRATE_10021,TESTRATE_10022,TESTRATE_10023,TESTRATE_10024,TESTRATE_10025,TESTRATE_10026,TESTRATE_10027,TESTRATE_10028,TESTRATE_10029,TESTRATE_10030,TESTRATE_10031,TESTRATE_10032,TESTRATE_10033,TESTRATE_10034,TESTRATE_10035,TESTRATE_10036,TESTRATE_10037,TESTRATE_10038,TESTRATE_10039,TESTRATE_10040,TESTRATE_10044,TESTRATE_10065,TESTRATE_10069,TESTRATE_10075,TESTRATE_10128,TESTRATE_10280,TESTRATE_10282,TESTRATE_10301,TESTRATE_10302,TESTRATE_10303,TESTRATE_10304,TESTRATE_10305,TESTRATE_10306,TESTRATE_10307,TESTRATE_10308,TESTRATE_10309,TESTRATE_10310,TESTRATE_10312,TESTRATE_10314,TESTRATE_10451,TESTRATE_10452,TESTRATE_10453,TESTRATE_10454,TESTRATE_10455,TESTRATE_10456,TESTRATE_10457,TESTRATE_10458,TESTRATE_10459,TESTRATE_10460,TESTRATE_10461,TESTRATE_10462,TESTRATE_10463,TESTRATE_10464,TESTRATE_10465,TESTRATE_10466,TESTRATE_10467,TESTRATE_10468,TESTRATE_10469,TESTRATE_10470,TESTRATE_10471,TESTRATE_10472,TESTRATE_10473,TESTRATE_10474,TESTRATE_10475,TESTRATE_11004,TESTRATE_11101,TESTRATE_11102,TESTRATE_11103,TESTRATE_11104,TESTRATE_11105,TESTRATE_11106,TESTRATE_11109,TESTRATE_11201,TESTRATE_11203,TESTRATE_11204,TESTRATE_11205,TESTRATE_11206,TESTRATE_11207,TESTRATE_11208,TESTRATE_11209,TESTRATE_11210,TESTRATE_11211,TESTRATE_11212,TESTRATE_11213,TESTRATE_11214,TESTRATE_11215,TESTRATE_11216,TESTRATE_11217,TESTRATE_11218,TESTRATE_11219,TESTRATE_11220,TESTRATE_11221,TESTRATE_11222,TESTRATE_11223,TESTRATE_11224,TESTRATE_11225,TESTRATE_11226,TESTRATE_11228,TESTRATE_11229,TESTRATE_11230,TESTRATE_11231,TESTRATE_11232,TESTRATE_11233,TESTRATE_11234,TESTRATE_11235,TESTRATE_11236,TESTRATE_11237,TESTRATE_11238,TESTRATE_11239,TESTRATE_11354,TESTRATE_11355,TESTRATE_11356,TESTRATE_11357,TESTRATE_11358,TESTRATE_11360,TESTRATE_11361,TESTRATE_11362,TESTRATE_11363,TESTRATE_11364,TESTRATE_11365,TESTRATE_11366,TESTRATE_11367,TESTRATE_11368,TESTRATE_11369,TESTRATE_11370,TESTRATE_11372,TESTRATE_11373,TESTRATE_11374,TESTRATE_11375,TESTRATE_11377,TESTRATE_11378,TESTRATE_11379,TESTRATE_11385,TESTRATE_11411,TESTRATE_11412,TESTRATE_11413,TESTRATE_11414,TESTRATE_11415,TESTRATE_11416,TESTRATE_11417,TESTRATE_11418,TESTRATE_11419,TESTRATE_11420,TESTRATE_11421,TESTRATE_11422,TESTRATE_11423,TESTRATE_11426,TESTRATE_11427,TESTRATE_11428,TESTRATE_11429,TESTRATE_11432,TESTRATE_11433,TESTRATE_11434,TESTRATE_11435,TESTRATE_11436,TESTRATE_11691,TESTRATE_11692,TESTRATE_11693,TESTRATE_11694,TESTRATE_11697
04/17/2021,4579.75,4377.29,4237.04,5215.37,3976.34,4863.45,5051.95,4529.84,8935.15,5013.26,3277.29,4376.37,5034.72,5240.49,6422.21,5208.46,7226.14,5551.92,5323.7,5006.67,4374.48,4266.13,4402.33,4416.3,4363,4345.89,4430.59,6269.38,4683.9,6230.82,4110.17,4632.8,4424.34,3972.99,3909.53,3786.88,3558.08,4807.03,5425.42,4645.71,6197.36,4006.51,5433.7,6382.88,5907,6444.36,5437.31,4767.86,3402.45,4899.55,4935.1,4544.23,5329.54,6340.89,4354.1,4863.01,3574.26,4084.41,4562.9,5033.8,4301.2,4624.75,4737.46,3982.06,3680.85,4002.14,4177.23,4072.2,3986.62,3849.39,4676.97,4293.86,4356.61,3675.19,4715.37,4223.65,4593.92,4961.43,4355.34,4003.27,4727.55,4449.1,7014.72,3899.73,4791.02,3398.58,5016.7,6074.04,4930.02,5165.63,4010.03,3832.99,4100.6,4306.86,4667.91,5546.27,4655.29,3071.83,3866.99,3870.38,5280.13,4604.19,3763.64,3134.56,3911.79,5587.63,4439.54,3282.9,3560.54,4735.04,4824.97,3574.52,3596.7,3431.62,4489.15,4623.04,3446.98,4564.43,4219.86,4287.4,3427.96,3106.61,3419.99,4387.77,4297.47,4265.14,3644.63,4524.43,4469.86,4245.78,4739.62,6450.47,4614.34,3713.24,4365.74,4440.17,3389.35,3460.16,3086.77,2944.47,3073.35,2888.9,3165.58,2794.17,3810.6,4107.1,5123.75,3880.12,5001.42,3866.64,3435.3,3444.82,4422.47,4141.6,3974.18,3817.97,3335.19,4094.75,3809.58,3582.71,3820.27,3444.54,3421.24,3320.42,3275.96,3578.97,3697.92,3655.56,4129.95,3104.61,3682.21,3460.54,3403.97,3084.53,3589.62,4845.47,3276.55,3762,4506.68,5687.35,3566.88,4485.21,5335.11
04/24/2021,4450.49,4137.27,4056.48,5039.4,3914.67,5406.78,5088.17,4288.22,8635.03,4340.34,3574.19,3903.25,4748.66,4950.03,6317.27,4778.28,6461.63,5374.95,4539.15,4464.56,4387.29,4266.13,4404.63,4823.92,3845.14,4706.84,4570.97,6071.82,4417.5,5831.73,4333.94,4309.37,4174.94,3761.21,3800.09,3607.45,3506,4673.66,4783.03,4722.66,5803.74,3966.04,4949.24,6023.04,6351.46,6237.5,5806.16,4650.03,3102.86,4056.04,5276.96,5674.88,5759.53,6620.21,4746.11,5512.55,5130.04,4594.12,5063.82,5592.63,4748.35,5230,4099.89,3718.8,3370.72,4070.87,4062.66,3817.89,3639.37,3750.28,4115.06,3894.71,4181.45,3466.74,4495.32,3406.92,4691.32,4609.44,4216.21,3431.37,4471.41,3775.4,7033.55,3759.98,4616.77,3214.87,4838.87,6369.56,4772.56,4892.7,3798.22,3876.23,3967.96,3922.13,4372.91,5522.2,4370.22,3106.86,3686.11,3414.83,4780.31,4010.87,4122.08,3152.83,3396.38,4918.41,4038.62,3544.72,3819.07,4206.08,4489.77,3801.56,3683.29,3458.05,3838.37,4437.56,3181.92,4173.26,3783.45,4265.83,3543.56,3608.22,3373.86,4425.22,4120.25,3782.12,3782.85,4535.94,4123.88,3687.46,4420.28,6342.97,4241.56,3573.74,3861.66,3951.98,3283.87,3360.39,3166.41,2839.51,2820.95,3065.43,3140.47,2737.87,3613.92,4145.16,5070.22,3423.82,4658.66,3678.99,3575.42,3492.52,4288.02,3975.6,4006.93,3629.78,3353.9,4218.12,3707.74,3945.92,3809.67,3694.63,3453.46,3804.65,3189.37,3372,3995.06,3917.99,4168.49,2970.7,3389.5,3568.18,3826.75,3448.29,3685.46,4509.96,3687.41,3737.05,4475.27,4926.5,4348.12,4528.52,5040.36
05/01/2021,4348.42,4095.59,4030.74,4754.14,3846.38,5151.18,4501.49,4146.16,8312.68,3802.01,3448.58,4021.53,4605.63,4594.84,5762.6,4549.11,6638.72,5371.48,4189.73,4450.81,4099.08,4579.94,4020.92,4104.58,3770.69,3826.33,4261.11,5850.26,4104.55,5716.58,3894.85,4101,4103.2,3640.92,3841.33,3569.85,3247.96,4602.72,4555.44,4304.26,5038.36,3999.15,4821.87,6091.58,5613.08,5680.58,4825.45,4284.58,3199.16,4666.24,5623.96,5274.56,5386.12,6710.93,4459.1,4997.46,4788.04,4141.41,4915.06,5439.06,4686.11,4651.77,4327.9,3568.56,3448.25,3901.69,3816.8,3883.35,3582.4,3692.27,3989.73,3882.82,3977.77,3592.87,4449.6,2986.89,4322.6,4927.77,4236.78,3675.55,4344.72,4562.5,6167.3,3827.65,4484.82,3298.38,4848.23,6047.65,4297.48,4759.57,3872.64,4049.21,3641.9,3649.61,4806.73,5395.38,4402.96,3410.41,3372.86,3208.4,4556.8,4012.97,4085.05,3031.04,3094.42,5086.05,4207.35,3336.78,3830.56,4080.23,4416.36,3898.86,4420.39,3413.65,3767.16,3787.02,3234.69,4194.87,3892.99,4023.42,3501.32,3694.42,3450.36,4674.04,4304.85,3869.58,3782.85,4111.38,4480.15,3308.29,4483.78,5828.46,4178.5,3408.88,4602.43,4409.17,3253.33,3428.65,3276.38,3121.25,2820.95,2998.18,3026.36,2843.44,3368.08,3979.35,5171.33,3373.47,4464.2,3469.51,3720.37,3606.18,4261.84,3696.18,3581.13,3346.03,3564.39,4034.38,3661.45,3621.5,3486.46,3770.42,3321.38,3402.9,3387.29,3288.38,3745.37,3822.28,4007.91,3104.61,3639.78,3853.41,3842.29,3048.32,3923.67,4460.53,3536.76,3567.41,4467.79,5045.38,4135.06,4490.02,6130.96
05/08/2021,4268.37,3942.8,3991.32,4576.15,3801.88,5229.94,4334.9,3850.1,7371.55,4811.39,3699.8,3577.98,5120.54,4211.64,5249.9,4237.53,5977.87,4677.49,3800.76,4134.58,5002.16,4503.61,4351.78,4050.09,3867.79,4294.1,4454.56,5837.16,4050.24,5240.2,3782.96,3877.29,3682.97,3562.99,3382.97,3385.29,3105.93,4381.38,4749.99,4371.59,3407.02,3896.14,4510.27,6014.47,5967.93,5791.97,4560.74,4113.81,3156.36,4361.14,5199.85,5393.57,5420.07,6634.54,4405.43,5275.83,4231.45,4557.23,4496.11,5592.63,4902.32,5039.78,3960.55,3491.45,3480.03,3896.41,3740.41,3619.38,3501.01,3409.46,3816.36,3838.66,3743.55,3676.52,4479.6,3850.29,4315.64,4605.24,4108.42,3707.68,4313.04,4128.93,6426.23,3531.97,3948.53,3557.24,4569.78,6311.51,4392.5,4586.49,4064.41,3813.33,3570.06,3924.8,4772.02,5051.85,4407.05,3477.87,3293.45,3157.65,4453.46,3871.7,3920.64,3210.68,3425.89,4808.9,4509.2,3802.22,3821.94,3925.19,3985.74,4361.05,5103.1,3376.65,3519.12,4182.88,2870.23,3799.37,3553.94,3816.96,3810.33,3198.79,3281.61,3785.79,4042.72,3709.46,3621.24,3975.82,4299.96,3106.21,4091.61,6012.76,3811.28,3207.24,4019.46,3967.48,3183.93,3229.13,2900.96,3320.13,2924.88,3163.5,3040.05,2794.17,3188.61,3550.79,4844.21,3128.02,4357.09,3434.59,3710.71,3404.12,4134.54,3723.84,3480.14,3232.15,3625.2,4189.24,3758.66,3491.03,3608.32,3694.63,3582.32,3456.11,3038.87,2974.81,3647.99,3955.04,4207.02,3322.82,3478.58,3815.74,3923.12,3492.73,3792.24,4417.09,3415.22,3811.89,5432.55,4422.44,4032.47,5096.39,4863.5
05/15/2021,4058.6,3776.25,3795.07,4366.72,3649.12,4708.25,4421.82,3577.94,6326.67,4508.57,3574.19,3932.82,4605.63,3977.17,5357.84,3956.1,5545.94,4427.66,3715.05,4240.64,4099.08,4775.01,4363.27,3930.2,3586.2,4137.1,4197.76,5266.32,3845.92,4836.38,3478.97,3648.46,3717.13,3312.24,3427.38,3405.8,3113.03,4077.75,5131.75,4193.65,3153.35,3565.02,4526.19,6091.58,5268.99,5919.26,4573.76,3929.38,3006.56,4145.77,4721.76,4836.36,5031.57,6524.72,3938.75,4359.29,3869.33,4128,4198.6,4799.17,4378.18,4476.68,3941.55,3459.54,3377.07,3505.18,3535.13,3507.78,3193.1,3219.71,3632.54,3522.74,3816.87,3444.16,4428.16,3546.93,3935.32,4463.6,3988.89,3502.06,4069.3,3902.14,6082.56,3305.43,3940.08,2755.61,4604.88,5704.64,4354.49,4503.28,3752.43,3644.29,3379.4,3457.25,4286.14,4884.9,4094.69,3616.67,3324.33,2986.97,4384.95,3405.01,3873.25,2994.5,3237.04,4472.27,4167.1,3156.85,3477.23,3620.59,4112.97,3959.68,5160.82,3270.93,3314.07,4191.19,2708.25,3693.47,3371.37,3772.79,3877.02,2979.72,2973.36,3740.3,3699.37,3412.12,3530.87,3772.49,3946.78,3045.8,4162.57,5820.78,3839.1,2816.64,3791.53,3882.24,3203.37,3155.62,2957.84,3082.58,3221.82,3365.25,3053.74,3181.28,3136.98,3478.31,4749.05,3187.81,4223.61,3262.21,3473.96,3373.25,3864.45,3602.11,3695.77,3029.48,3288.41,3981.88,3406.86,3621.5,3475.86,3239.91,3134.53,3118.22,2822.39,3162.95,3353.35,3779.05,4056.08,3020.3,3291.93,3374.43,3425.73,3097.7,3504.74,4226.87,3305.66,3337.9,5185.75,4612.65,3882.53,5418.83,6425.72
05/22/2021,3894.75,3618.87,3696.78,4051.62,3469.78,4712.87,4124.86,3315.07,4420.33,4643.16,3654.13,4198.95,4062.1,3585.23,4602.28,3658.59,5131.29,3948.8,3187.63,3749.6,4188.75,5716.44,4583.85,3690.42,3738.33,3800.43,3964.94,4778.44,3579.52,4571.37,3248.87,3266.23,3413.07,3171.62,2943.64,3009.34,2940.21,3728.71,4900.49,4102.27,3428.88,3583.42,4307.84,6074.45,5355.01,5839.7,4417.54,3873.03,3284.75,4163.72,4845.14,4977.02,4669.48,6202.42,3882.75,5078.89,3889.44,3933.5,4271.46,4726.65,4337.23,4512.35,3810.66,3288.02,3121.6,3404.73,3508.87,3717.02,3109,3141.15,3599.12,3327.41,3440.07,3225.09,3986.63,3383.59,3905.18,4150.88,3807.62,3512.34,3972.9,3628.65,5771.84,3242.17,3583.12,2471.7,4555.74,6300.96,4368.06,4356.83,3454.75,3278.68,3221.9,3312.97,4043.2,4546.18,4191.54,3450.62,3165.51,2950.07,4417.52,3317.11,3667.36,2907.73,3233.1,4429,4088.16,3359.4,3447.07,3321.46,3630.96,4174.55,4558.04,2866.03,3264.95,4058.31,2499.64,3477.35,3307.04,3686.51,3690.28,2783.38,2888.99,3625.26,3348.63,3348.88,3329.93,3694.49,4060.04,3174.96,3699.44,5498.26,3672.19,2621.34,3774,3815.08,2898.02,3166.12,2798.57,3154.4,3489.07,2883.3,2672.6,2716.75,2603.5,3248.17,4653.9,2794.44,3963.24,3198.93,3321.76,3259.6,3588.42,3552.31,3441.92,3238.91,3489.55,3955.63,3455.47,3141.93,3226.83,3209.6,2928.35,3118.22,2783.22,2920.45,2993.8,3553.67,3612.9,2802.08,3173.15,3519.74,3220.56,3020.34,3578.67,4217.88,3163.57,3018.58,4897.07,3723.41,3259.12,3854.78,5246.69
05/29/2021,3546.22,3356.84,3337.74,3671.5,3172.83,4292.62,3599.74,2951.3,3827.5,4239.4,3699.8,4169.38,3675.92,3186.29,4098.58,3178.15,4219.93,3275.63,2910.73,3464.79,3701.98,5012.49,3942.8,3110.59,3233.41,3363.41,3692.73,4431.35,3822.64,4098.14,2951.22,3078.31,3440.4,2936.12,2604.24,2729.08,2722.42,3603.86,5036.31,3616.54,2825.33,3211.83,4046.28,5329.06,4770.76,5171.4,3757.95,3333.4,2963.77,3732.99,4199.98,4879.64,4639.31,6235.84,3630.75,4046.83,3252.38,3497.57,3858.58,4389.64,3804.91,4262.68,3648.1,3079.28,2946.2,3071.66,3205.73,3300.68,2986.91,2829.33,3386.05,2994.5,3216.03,3164.01,3822.31,3243.57,3395,4082.17,3472.52,3263.02,3624.5,3321.82,5738.89,3090.65,3102.66,2730.56,4071.39,5757.41,3521.06,3974.07,3242.94,3266.88,2765.97,3158.01,3696.15,4366.39,3906.46,3087.4,2794.91,2464.54,4167.05,3049.23,3396.31,2548.45,2823.92,4069.38,3866.8,3085.74,3237.37,3040.56,3552.67,3525.87,3564.51,2594.33,2805.72,3557.25,2362.21,3267.72,2988.85,3305.43,3012.25,2600.22,2850.74,3630.61,3492.61,3125.53,3066.26,3418.26,3664.64,2899.96,3238.18,5152.7,2954.44,2500.86,3335.67,3391.47,2428.89,2719.82,2605.17,2822.94,2924.88,2401.35,2556.2,2766.02,2746.09,3049.75,3958.04,2769.27,3854.47,2874.89,3145.4,3046.31,3442.08,3095.83,2822.32,2667.56,3012.43,3638.03,3251.8,2799.88,3009.59,2823.08,2767.28,2844.17,2412.13,2539.98,2756.59,3485.75,3272.49,2469.8,3050.12,2992.32,3034.04,2839.29,3313.08,3898.84,2934.18,2973.67,4419.93,3832.78,2951.36,3763.34,4627.7
06/05/2021,3087.15,2849.8,2856.4,3298.57,2766.77,3805.37,3371.59,2444.15,3140.18,4037.53,3288.71,3991.96,3146.7,2785.6,3564.9,2723.84,3805.28,2855.77,2465.71,2940.36,3868.5,5436.56,3945.09,3053.91,3262.54,3161.09,3312.67,4017.68,3354.51,3647,2681.01,2582.3,2640.94,2675.2,2407.57,2349.71,2135.32,3243.47,4386.58,3568.45,2370.48,2538.56,3639.15,4789.3,5003.75,4678.13,3393.43,2976.5,2813.97,3643.25,3978.93,3830.14,3677.5,5378.77,3290.07,4090.38,3460.26,3336.6,3136.05,3852.13,3216.89,3736.33,2816.3,2510.22,2569.98,2402.87,2394.15,2694.41,2442.98,2378.52,2707.17,2304.9,2816.83,2728.51,3230.74,2473.52,3121.36,3765.24,3178.57,2815.78,3453.74,2834.89,4552.5,2263.93,2720.33,1987.38,3785.92,5319.4,3244.15,4586.49,2845.09,2968.11,2575.31,2671.75,2828.51,3639.19,3415.43,2072.97,2256.66,2193.52,3494.26,2726.93,2722.38,2390.12,2450.16,3732.75,3136.16,2715.1,2849.58,2593.69,3195.44,2952.87,2040.35,2303.61,2538.04,2948.23,2068.92,2934.9,2630.68,2977.76,2654.34,2333.25,2398.49,2953.72,2864.98,2817.42,2514.46,3093.44,3232.18,2441.64,2877.76,4730.35,2650.28,1964.42,2524.76,2642.4,2009.74,2063.49,2169.08,2320.22,2286.46,1958.63,2120.27,1844.01,2328.15,2500.68,3378.16,2319.26,3310.66,2634.86,2712.97,2689.9,2959.02,2697.43,2552.1,2290.2,2881.45,3134.06,2895.37,2411.98,2654.58,2466.88,2093.98,2152.42,2127.62,2316.29,2551.84,3016.45,3291.76,2256.54,2600.45,2561.77,2657.9,2431.09,2894.15,3459.98,2560.98,2424.84,3797.7,3238.37,2572.57,3907.72,5453.02
06/12/2021,3279.08,3154.9,3108.05,3341.24,2924.54,3828.05,3469.37,2604.79,2519.55,4172.11,3585.61,3962.39,3447.07,2523.14,3328.04,2701.73,2677.95,3143.77,2729.43,3032.68,3721.19,5716.44,4103.63,3027.76,3353.17,3293.81,3150.03,3899.81,3173.46,3667.51,2826.67,2747.21,3095.33,2742.97,2723.19,2571.87,2386.26,3087.4,4999.6,3727.15,2597.91,2803.45,3968.95,4763.6,4663.23,4248.5,3484.56,3082.37,2353.89,3266.36,3986.64,4165.55,4145.2,5359.68,3245.74,3599.91,3057.91,3390.26,3296.95,4487.76,3682.06,3447.76,3563.65,2929.04,2877.57,3000.29,2967.03,3032.42,2746.82,2525.97,3193.88,2982.61,3101.97,2792.24,3476.52,2380.18,3309.2,3667.08,3467.62,3080.53,3380.75,3341.83,4943.26,2831.75,2904.73,2555.2,4080.75,5393.28,3833.25,3970.74,2962.44,2826.58,2884.79,2818.7,3592.03,3762.8,3524.55,2634.67,3072.86,2643.3,3616.68,2937.26,3064.53,2443.41,3106.22,3778.71,3608.29,2768.97,2978.84,2776.09,3785.11,3279.91,3405.77,2356.47,2632.59,3261.04,2163.41,3084.02,2794.12,3155.46,2812.17,2361.98,2678.62,3138.32,3012.66,2951.96,2720.72,3229,3258.95,2620.8,3226.97,5014.48,2730.03,2211.71,2875.43,3321.73,2251.24,2530.8,2324.56,2541.2,2241.92,2219.22,2401,2027.01,2283.9,2752.57,3898.57,2467.17,3318.9,2559.58,2862.75,3040.7,2942.36,3054.33,2683.12,2433.04,2862.74,3485.79,3015.72,2429.62,2712.87,2720.77,2522.44,2479.67,2257.5,2379.01,2669.2,3374.6,3580.79,2311.1,2753.17,2911.59,2937.67,2546.3,3055.7,3638.22,2704.78,2699.26,3637.65,3585.5,2714.62,3527.53,4038.18
06/19/2021,3113.44,2830.05,3127.35,3183.14,2739.26,3399.61,3248.46,2219.78,2291.68,4138.47,3345.81,4139.81,3833.25,2456.64,3489.94,2633.38,2807.52,2914.76,2515.16,2653.59,4854.85,5156.67,4078.36,2923.13,4029.62,3049.41,3196.26,3539.62,3176.05,3495.57,2626.12,2589.97,2763.93,2407.51,2369.51,2240.34,2390.99,3166.85,5087.7,3318.37,2589.16,2490.73,3777.89,4917.82,4272.54,4869.07,3632.1,2836.47,2567.88,3607.36,3781.01,3673.25,3481.36,4793.87,2569.06,3675.66,2823.2,3085.1,2914.43,3920.39,2961.37,3079.21,3090.75,2652.49,2592.86,2759.73,2788,3015.25,2565.06,2552.56,2736.41,2678.57,2965.51,2644.86,3143.58,2123.49,2738.73,3218.34,2926.75,2718.11,2825.79,2974.96,3681.55,2658.17,2650.97,2429.94,3126.08,3081.88,3450.47,3361.65,3048.31,2975.97,2658.2,2954.96,3869.68,3586.22,3063.52,3671.15,3619.93,2959.29,3275.23,2716.47,2740.15,2449.5,3384.58,3639.46,3529.34,2326.15,2908.46,2677.59,3422.99,3956.98,6490.71,1985.39,2431.22,3166.92,1978.12,2805.22,2787.16,2950.03,2492.05,2366.77,2658.37,2889.51,2861.29,2596.76,2648.42,3130.53,2969.61,2493.72,3014.08,3908.68,2357.25,2386.72,2967.47,3156.42,2431.67,2326.02,2457.28,2281.55,2063.75,2160.37,2405.56,2195.92,2244.56,2798.77,4074.02,2388.49,3259.58,2701.41,2778.2,2586.07,2806.73,2949.2,2852.35,2455.24,2544.66,3081.56,2624.58,2577.72,2543.31,2334.25,2232.51,2298.75,1913.21,2090.52,2329.62,2713.88,3089.43,2127.6,2384.1,2464.89,2536.66,2411.34,2905.1,3477.96,2364.12,2469.75,3117.13,3285.92,2477.88,3051.1,3772.9
06/26/2021,2692.01,2414.88,2602.68,3112.72,2263.76,2828.98,2904.42,1967.53,2276.86,2960.85,3197.36,3489.27,3947.68,2089.2,3876.71,2516.79,2686.59,2973.75,2327.26,2853.94,4342.46,5911.52,3887.65,3346.01,5162.45,3711.41,3778.33,3433.75,2751.89,2905.61,3314.31,2324.07,2483.78,1800.98,1885.77,1927.62,1792.06,2795.12,4801.38,2818.21,2597.91,2303.1,2918.14,4660.79,5272.57,6651.22,4113.78,3043.1,2300.4,3715.04,3027.89,3418.99,3164.53,3487.97,2681.06,2603.83,2273.31,2139.45,2504.59,2794.18,2211.2,3038.13,2503.85,2188.47,2098.44,2503.32,2329.7,2347.82,2021.12,2053.41,2446.06,2340.56,2342.26,2164.22,3265.04,1820.14,2379.28,2848.12,2796.43,2044.69,2466.37,2147.84,4246.49,2059.46,2255.1,1753.57,2782.11,2163.65,2660.47,2829.11,2587.49,2248.69,2401.23,2645.03,2967.33,3676.11,2726.61,2192.31,3002.27,2372.28,3105.63,2152.46,2399.49,2429.7,2536.71,3262.27,2890.04,2054.64,2848.14,2411.29,3229.7,2902.86,3323.62,1445.17,2258.08,2867.95,1686.06,2385.95,2655.02,2573.06,1962.96,1889.11,2482.87,2613.93,2289.03,2349.19,2277.36,2844.08,2590.68,2124.97,2778.78,3755.1,1901.01,1292.28,2178.49,2262.7,1532.29,1837.72,1873.3,1856.18,1751.96,1728.86,1698.05,1836.98,1890.55,2470.79,3312.74,2177.65,2592.17,2260.63,2229.81,2152.48,2445.03,2434.61,2232.75,1920.57,2249.97,2711.46,2485.72,1696.15,2400.25,2122.05,1932.91,2035.35,1667.87,1925.37,2039.98,2565.68,2219.12,1666.37,1985.34,2088.16,2232.01,2289.53,2565.58,2913.27,2230.59,2479.73,2723.75,2591.64,2422.64,2781.6,2446.49
07/03/2021,2169.92,1851.28,2162.7,2594.7,1737.24,2302.25,3215.87,1482.95,2099.01,2927.21,2809.11,3962.39,2717.61,2012.21,2848.32,2374.06,2600.2,2338.75,2274.52,2600.56,4195.15,6123.55,3862.38,2149.29,3146.02,2772.63,2734.02,3170.71,2319.97,2421.34,2225.02,1785.88,2077.22,1601.06,1601.87,1502.11,1531.66,2426.22,4812.39,2457.51,1924.37,1732.84,2424.58,4789.3,4089.74,4646.3,2846.67,2243.9,2396.69,2386.96,2313.33,2212.61,2496.93,2812.34,2002.04,2219.41,1468.6,1847.71,1854.91,2047.65,2145.69,2566.91,1876.83,1623.4,1483.27,1620.42,1716.25,1951.87,1561.28,1433.4,1760.91,1616.99,1739.38,1880.08,2473.43,1073.41,1546.77,2473.7,2286.92,1770.95,1859.07,1707.6,3229.59,1535.77,1676.52,1252.55,2187.79,1292.91,2671.33,2626.08,2358.51,2189.72,1970.17,2156.1,2863.21,3128.71,2310.6,2193.61,2523.58,1972.09,2530.56,1604.14,1769.99,1737.03,2421.63,2378.09,2623.79,1400.65,2112.77,2050.15,3104.91,2759.61,3768.77,1193.56,1728.86,2411.18,1196.44,1767.85,2042.99,2143.7,1473.89,1442.57,2098.12,2014.63,1591.24,1747.77,1709.62,2197,2135.56,1435.4,2394.09,2902.71,1585.72,1175.61,1529.76,1503.3,1290.78,1627.69,1357.57,1237.45,1039.3,1238.5,1371.67,1428.76,1617.66,1316.48,2004.3,1781.14,2219.74,1429.26,1898.84,1776.43,1913.19,1737.42,1580.39,1670.6,1988.02,2120.87,1937.19,1163.68,1642.56,1648.38,1365.92,1556.45,1249.36,1363.02,1725.36,1948.19,1962.21,1329.13,1518.7,1695.29,1610.28,1601.52,1889.28,2360.58,1855.69,1741.3,2086.56,2054.29,1199.48,1679.55,1473.79
07/10/2021,2114.39,1779.85,2083.05,2457.78,1726.24,2397.81,3708.39,1707.32,2011.94,4407.63,2877.62,4317.23,2560.27,1940.47,3435.97,2193.14,3023.49,2338.75,1836.1,2461.1,3151.17,5818.22,3639.5,1765.65,2712.31,2513.66,2110.87,2452.52,2348.42,2227.32,1804.93,1757.75,1831.23,1636.64,1655.8,1485.02,1595.57,2375.14,5113.4,2750.88,3328.29,1891.04,2420.03,4292.38,3562.84,3564.29,2299.9,1852.84,1904.51,2781.79,2464.98,2526.38,2549.73,2805.18,2223.72,2393.63,1669.78,2119.33,2049.21,2350.53,2178.44,2476.12,2005.61,1584.84,1624.35,1630.99,1697.15,1958.31,1527.37,1398.35,1646.03,1856.49,1886.03,1687.56,2000.46,1703.46,1609.38,1925.39,2080.18,1720.83,1826.02,1854.35,2735.27,1435.73,1793.25,1519.76,1878.92,1308.74,2763.64,2569.5,2481.58,2346.97,2152.54,2137.4,2585.57,2878.28,2021.43,1866.71,3355.22,2680.2,1993.67,1700.41,1924.03,1563.48,2991.14,2401.07,1951.97,1574.11,1871.47,1973.54,2211.85,2164.98,2617.6,1190.39,1886.03,2389.03,1314.25,1748.4,2006.48,2129.32,1527.24,1327.64,1670.62,2290.2,1428.8,1796.2,1521.43,2157.35,2267.36,1608.31,2332.46,2641.62,1400.25,1074.15,1468.4,1430.98,1407.37,1401.91,1300.69,1452.9,1603.49,1120.82,1284.95,1295.03,1561.12,1535.75,2233.27,1888.14,2148.88,1479.45,1836.03,1912.54,2008.37,1607.39,1626.79,1708.24,1786.87,1994.88,1853.87,1424.62,1790.92,1758.27,1320.82,1484.61,1453.46,1513.53,1568.06,1688.84,1647.48,1244.82,1595.06,1447.72,1510.8,1510.99,1749.63,2392.03,1788.92,1571.66,1675.23,1883.1,1262.61,1453.36,1739.07
