MODIFIED_ZCTA,NEIGHBORHOOD_NAME,COVID_CASE_COUNT_WEEK4,COVID_CASE_COUNT_WEEK3,COVID_CASE_COUNT_WEEK2,COVID_CASE_COUNT_WEEK1,COVID_CASE_COUNT_4WEEK,COVID_CASE_RATE_WEEK4,COVID_CASE_RATE_WEEK3,COVID_CASE_RATE_WEEK2,COVID_CASE_RATE_WEEK1,COVID_CASE_RATE_4WEEK,PCT_CHANGE_2WEEK,COVID_DEATH_COUNT_4WEEK,COVID_DEATH_RATE_4WEEK,NUM_PEOP_TEST_4WEEK,TESTING_RATE_4WEEK,PERCENT_POSITIVE_4WEEK
10471,Fieldston/North Riverdale/Riverdale,6,8,11,10,35,28.24,37.65,51.77,47.06,164.73,50,0,0,3014,14185.35,1.16
10472,Soundview,24,30,18,22,94,35.34,44.17,26.5,32.39,138.41,-26,2,2.94,4403,6483.21,2.13
10473,Castle Hill/Clason Point/Soundview,26,22,41,31,120,41.99,35.53,66.21,50.06,193.78,50,2,3.23,4447,7181.24,2.7
10474,Hunts Point,3,5,2,5,15,24.12,40.2,16.08,40.2,120.6,-13,0,0,748,6013.8,2.01
10475,Co-op City/Edenwald,15,8,10,10,43,34.29,18.29,22.86,22.86,98.3,-13,2,4.57,3628,8293.86,1.19
11004,Bellerose/Douglaston-Little Neck,4,10,13,10,37,21.32,53.31,69.3,53.31,197.24,64,0,0,2385,12714.2,1.55
11101,Astoria (South)/Long Island City/Sunnyside,14,14,16,20,64,39.77,39.77,45.45,56.81,181.8,29,0,0,4534,12879.18,1.41
11102,Astoria (North),24,14,15,22,75,73.55,42.9,45.97,67.42,229.83,-3,4,12.26,3603,11041,2.08
11103,Astoria (North)/Astoria (South),16,17,18,11,62,43.73,46.47,49.2,30.07,169.47,-12,1,2.73,3746,10238.99,1.66
11104,Sunnyside,3,10,8,19,40,12.11,40.36,32.29,76.69,161.45,108,0,0,2478,10001.74,1.61
11105,Ditmars Steinway,14,23,15,11,63,39,64.08,41.79,30.65,175.51,-30,0,0,3707,10327.38,1.7
11106,Astoria (South),21,16,17,19,73,54.31,41.38,43.97,49.14,188.8,-3,0,0,3772,9755.74,1.94
11109,Long Island City,1,1,3,2,7,19.72,19.72,59.16,39.44,138.05,150,0,0,740,14593.81,0.95
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,15,17,24,20,76,24.63,27.91,39.4,32.84,124.78,38,1,1.64,9398,15429.79,0.81
11203,East Flatbush (North)/East Flatbush (South),19,27,22,31,99,25.89,36.79,29.98,42.24,134.89,15,3,4.09,5763,7852.31,1.72
11204,Bensonhurst/Mapleton,89,62,71,53,275,112.2,78.16,89.51,66.82,346.69,-18,6,7.56,5551,6998.02,4.95
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,21,13,20,16,70,47.71,29.54,45.44,36.35,159.04,6,0,0,4949,11244.35,1.41
11206,Williamsburg (South),37,28,48,44,157,43.28,32.75,56.14,51.46,183.63,42,2,2.34,8545,9994.55,1.84
11207,Cypress Hills/East New York,33,22,38,33,126,37.01,24.68,42.62,37.01,141.32,29,0,0,7110,7974.72,1.77
11208,Cypress Hills/East New York,39,23,56,40,158,40.79,24.06,58.57,41.84,165.26,55,1,1.05,6135,6416.85,2.58
11209,Bay Ridge/Fort Hamilton,34,35,37,29,135,50.68,52.18,55.16,43.23,201.25,-4,2,2.98,6380,9510.87,2.12
11210,Flatlands/Midwood,88,63,42,14,207,131.17,93.9,62.6,20.87,308.54,-63,1,1.49,5231,7797.07,3.96
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),66,58,75,83,282,66.27,58.24,75.31,83.34,283.15,27,1,1,14089,14146.34,2
11212,Ocean Hill-Brownsville,22,13,32,36,103,27.64,16.33,40.21,45.23,129.41,94,0,0,5580,7010.93,1.85
11213,Crown Heights (East),26,23,32,30,111,40.36,35.7,49.67,46.57,172.29,27,1,1.55,5446,8453.12,2.04
11214,Bath Beach/Bensonhurst/Gravesend,36,36,69,60,201,38.57,38.57,73.93,64.29,215.36,79,2,2.14,7184,7697.13,2.8
11215,Gowanus/Park Slope/Windsor Terrace,21,12,15,29,77,30.03,17.16,21.45,41.47,110.11,33,1,1.43,8472,12114.57,0.91
11216,Bedford-Stuyvesant (West)/Crown Heights (West),20,21,14,15,70,36.01,37.81,25.21,27.01,126.04,-29,0,0,6006,10814.27,1.17
11217,Boerum Hill/Park Slope,10,14,14,10,48,21.06,29.49,29.49,21.06,101.1,0,1,2.11,5448,11475.11,0.88
11218,Kensington/Windsor Terrace,68,61,38,42,209,89.7,80.47,50.13,55.4,275.7,-38,1,1.32,7625,10058.51,2.74
11219,Borough Park,124,99,83,62,368,133.54,106.61,89.38,66.77,396.3,-35,3,3.23,7310,7872.23,5.03
11220,Sunset Park,38,31,43,47,159,38.6,31.49,43.68,47.74,161.5,30,0,0,6351,6450.99,2.5
11221,Bedford-Stuyvesant (East)/Bushwick,13,25,33,21,92,15.92,30.61,40.41,25.71,112.65,42,1,1.22,7336,8982.22,1.25
11222,Greenpoint,11,16,13,12,52,30.26,44.02,35.76,33.01,143.06,-7,1,2.75,5195,14291.94,1
11223,Gravesend/Homecrest,114,77,61,68,320,142.58,96.3,76.29,85.05,400.21,-32,0,0,6820,8529.57,4.69
11224,Brighton Beach/Coney Island/Seagate,35,25,22,29,111,78.67,56.2,49.45,65.19,249.51,-15,1,2.25,3347,7523.49,3.32
11225,Crown Heights (West)/Prospect Lefferts Gardens,15,12,29,14,70,25.99,20.79,50.25,24.26,121.29,59,1,1.73,5507,9542.29,1.27
11226,Flatbush/Prospect Lefferts Gardens,24,32,21,48,125,24.23,32.3,21.2,48.45,126.18,23,2,2.02,8221,8298.9,1.52
11228,Bath Beach/Dyker Heights,8,21,19,14,62,18.09,47.5,42.97,31.66,140.22,14,3,6.79,3503,7922.64,1.77
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,90,64,46,41,241,106,75.37,54.18,48.29,283.83,-44,2,2.36,6937,8169.91,3.47
11230,Midwood,138,108,80,84,410,154.77,121.12,89.72,94.21,459.82,-33,7,7.85,8927,10011.69,4.59
11231,Carroll Gardens/Cobble Hill/Red Hook,6,5,5,16,32,16.22,13.52,13.52,43.25,86.5,91,0,0,3938,10644.77,0.81
11232,Sunset Park,14,9,11,14,48,49.52,31.83,38.91,49.52,169.78,9,2,7.07,2608,9224.97,1.84
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,12,15,17,28,72,16.63,20.79,23.56,38.81,99.8,67,3,4.16,5283,7322.7,1.36
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,47,41,35,33,156,49.32,43.02,36.72,34.63,163.69,-23,0,0,7583,7956.58,2.06
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,61,64,59,42,226,76.69,80.46,74.18,52.8,284.13,-19,2,2.51,6766,8506.4,3.34
11236,Canarsie,31,32,34,36,133,32.01,33.04,35.11,37.17,137.33,11,3,3.1,6956,7182.46,1.91
11237,Bushwick/East Williamsburg,21,23,26,19,89,41.42,45.37,51.29,37.48,175.56,2,0,0,4218,8320.23,2.11
11238,Clinton Hill/Prospect Heights,11,16,13,16,56,20.36,29.62,24.07,29.62,103.67,7,0,0,7499,13882.98,0.75
11239,East New York,6,9,5,11,31,48.33,72.5,40.28,88.61,249.73,7,1,8.06,1201,9675.06,2.58
11354,Flushing/Murray Hill,11,14,15,7,47,19.81,25.22,27.02,12.61,84.66,-12,2,3.6,4211,7584.88,1.12
11355,Flushing/Murray Hill/Queensboro Hill,13,21,21,21,76,16.25,26.25,26.25,26.25,94.98,24,0,0,4505,5630.27,1.69
11356,College Point,6,20,8,17,51,25.73,85.75,34.3,72.89,218.67,-4,0,0,1800,7717.79,2.83
11357,Whitestone,14,6,17,16,53,35.02,15.01,42.53,40.02,132.58,65,0,0,3468,8675.3,1.53
11358,Auburndale/Murray Hill,9,13,9,11,42,25.32,36.58,25.32,30.95,118.17,-9,0,0,2896,8148.22,1.45
11360,Bayside (North),5,4,7,2,18,26.51,21.21,37.11,10.6,95.42,0,0,0,1638,8683.59,1.1
11361,Bayside (North)/Bayside (South),9,6,12,19,46,32.18,21.45,42.9,67.93,164.45,107,1,3.58,2222,7943.66,2.07
11362,Douglaston-Little Neck,7,2,3,2,14,39.46,11.28,16.91,11.28,78.93,-44,0,0,1387,7819.37,1.01
11363,Douglaston-Little Neck,2,2,1,1,6,27.94,27.94,13.97,13.97,83.81,-50,0,0,578,8073.72,1.04
11364,Bayside (South)/Oakland Gardens,13,6,9,14,42,37.61,17.36,26.04,40.51,121.52,21,0,0,2451,7091.48,1.71
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,8,17,11,16,52,18.16,38.59,24.97,36.32,118.05,8,0,0,3269,7420.98,1.59
11366,Fresh Meadows/Hillcrest,5,4,11,5,25,36.29,29.03,79.84,36.29,181.46,78,1,7.26,1044,7577.63,2.39
11367,Kew Gardens Hills/Pomonok,33,11,24,28,96,78.5,26.17,57.09,66.6,228.36,18,1,2.38,3694,8787.03,2.6
11368,Corona/North Corona,34,33,54,48,169,30.47,29.57,48.39,43.01,151.44,52,1,0.9,7980,7150.92,2.12
11369,Airport/East Elmhurst,6,13,13,22,54,16.46,35.65,35.65,60.34,148.1,84,0,0,3140,8611.65,1.72
11370,Jackson Heights/Rikers Island,13,14,22,22,71,39.68,42.74,67.16,67.16,216.74,63,0,0,2361,7207.26,3.01
11372,Jackson Heights,35,36,41,46,158,55.94,57.54,65.53,73.53,252.55,23,1,1.6,6133,9802.94,2.58
11373,Elmhurst,46,24,66,37,173,49.53,25.84,71.06,39.84,186.27,47,1,1.08,7621,8205.58,2.27
11374,Rego Park,32,23,17,15,87,76.1,54.7,40.43,35.67,206.91,-42,1,2.38,3896,9265.68,2.23
11375,Forest Hills,29,39,32,25,125,41.1,55.28,45.36,35.43,177.17,-16,0,0,7060,10006.66,1.77
11377,Woodside,27,43,48,37,155,31.23,49.73,55.51,42.79,179.26,21,0,0,7306,8449.31,2.12
11378,Maspeth,9,6,26,23,64,26.02,17.34,75.16,66.49,185.01,227,0,0,2897,8374.42,2.21
11379,Middle Village,14,12,18,16,60,38.68,33.15,49.73,44.2,165.77,31,1,2.76,3465,9573,1.73
11385,Glendale/Ridgewood,28,41,74,68,211,27.2,39.83,71.89,66.06,204.99,106,1,0.97,7889,7664.44,2.67
11411,Cambria Heights,8,8,2,8,26,39.04,39.04,9.76,39.04,126.86,-38,1,4.88,1330,6489.62,1.95
11412,St. Albans,11,6,19,14,50,27.96,15.25,48.29,35.58,127.07,94,0,0,2758,7009.44,1.81
11413,Laurelton/Rosedale,24,9,5,12,50,54.99,20.62,11.46,27.49,114.55,-48,1,2.29,2862,6557.01,1.75
11414,Hamilton Beach/Howard Beach/Lindenwood,10,10,17,10,47,35.38,35.38,60.14,35.38,166.28,35,0,0,2160,7641.81,2.18
11415,Kew Gardens,17,6,9,5,37,88.38,31.19,46.79,26,192.37,-39,0,0,2299,11952.64,1.61
11416,Ozone Park,16,39,21,11,87,60.12,146.54,78.9,41.33,326.89,-42,0,0,1598,6004.26,5.44
11417,Ozone Park,11,9,17,16,53,35.18,28.78,54.36,51.17,169.49,65,1,3.2,2237,7153.68,2.37
11418,Richmond Hill,14,7,16,17,54,36.74,18.37,41.99,44.61,141.71,57,0,0,2769,7266.73,1.95
11419,Richmond Hill/South Ozone Park,20,21,24,9,74,39.33,41.3,47.2,17.7,145.53,-20,0,0,2774,5455.39,2.67
11420,South Ozone Park,21,5,20,18,64,43.37,10.33,41.31,37.18,132.19,46,1,2.07,2837,5859.67,2.26
11421,Woodhaven,11,24,35,29,99,26.06,56.86,82.92,68.7,234.54,83,0,0,2647,6271.1,3.74
11422,Rosedale,2,9,5,6,22,5.93,26.69,14.83,17.79,65.24,0,0,0,2221,6586.28,0.99
11423,Hollis/Holliswood,9,10,19,11,49,28.09,31.21,59.3,34.33,152.93,58,0,0,2402,7496.61,2.04
11426,Bellerose,6,6,7,10,29,29.46,29.46,34.38,49.11,142.41,42,0,0,1292,6344.75,2.24
11427,Bellerose/Hollis Hills/Holliswood,7,7,6,8,28,30.16,30.16,25.85,34.46,120.63,0,0,0,1791,7715.71,1.56
11428,Queens Village,5,5,11,9,30,25.87,25.87,56.91,46.57,155.22,100,0,0,1395,7217.71,2.15
11429,Queens Village,11,15,12,13,51,39.23,53.5,42.8,46.37,181.91,-4,1,3.57,2247,8014.6,2.27
11432,Hillcrest/Jamaica Estates/Jamaica Hills,45,32,26,34,137,71.21,50.64,41.14,53.8,216.79,-22,3,4.75,4867,7701.51,2.81
11433,Jamaica,10,9,15,4,38,27.75,24.98,41.63,11.1,105.45,0,1,2.78,2353,6529.62,1.61
11434,Airport/South Jamaica/Springfield Gardens/St. Albans,13,11,14,20,58,19.25,16.29,20.73,29.61,85.88,42,1,1.48,4883,7230.21,1.19
11435,Briarwood/Jamaica,33,27,35,25,120,57.23,46.82,60.7,43.35,208.1,0,0,0,4264,7394.58,2.81
11436,South Jamaica/South Ozone Park,7,5,9,5,26,33.64,24.03,43.25,24.03,124.96,17,0,0,1371,6588.99,1.9
11691,Edgemere/Far Rockaway,71,37,32,29,169,109.64,57.13,49.41,44.78,260.97,-44,2,3.09,6124,9456.6,2.76
11692,Arverne/Edgemere,10,7,3,6,26,49.7,34.79,14.91,29.82,129.22,-47,1,4.97,1927,9577.42,1.35
11693,Arverne/Broad Channel,1,2,7,6,16,8.08,16.15,56.54,48.46,129.23,333,0,0,966,7802.1,1.66
11694,Belle Harbor-Neponsit/Rockaway Park,4,7,9,9,29,19.65,34.39,44.21,44.21,142.47,64,0,0,1995,9800.66,1.45
11697,Breezy Point,0,1,2,1,4,0,28.28,56.55,28.28,113.1,200,0,0,397,11225.19,1.01
